,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileagev,enginev,max_powerv,torquev,Brand,model_name
4813,Maruti 800 Std,2004,40000,120000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
5056,Maruti 800 AC BSIII,2004,120000,80000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC BSIII
5142,Maruti 800 AC Uniq,2004,50000,18000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC Uniq
6063,Maruti 800 AC,2004,50000,50000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
6395,Maruti 800 Std,2004,40000,57000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
1252,Maruti 800 Std BSII,2003,35000,35000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std BSII
1852,Maruti 800 Std MPFi,2003,45000,35000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std MPFi
1890,Maruti 800 Std MPFi,2003,65000,90000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std MPFi
3595,Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 EX BSII
4618,Maruti 800 Std MPFi,2003,42000,62000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std MPFi
5466,Maruti 800 Std MPFi,2003,45000,90000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std MPFi
6161,Maruti 800 Std,2003,45000,58000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
6431,Maruti 800 Std,2003,50000,50000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
901,Maruti 800 Std,2002,40000,80000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
1430,Maruti 800 AC BSIII,2002,120000,120000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC BSIII
2459,Maruti 800 AC,2002,60000,52365,Petrol,Dealer,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
4160,Maruti 800 Std,2002,50000,62000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
4930,Maruti 800 Std BSIII,2002,40000,80000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std BSIII
7063,Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
7,Maruti 800 DX BSII,2001,45000,5000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX BSII
1379,Maruti 800 DX 5 Speed,2001,75000,35000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX 5 Speed
2818,Maruti 800 Std,2001,39000,42108,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
5746,Maruti 800 Std,2001,45000,60000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
808,Maruti 800 AC,2000,80000,70000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
1775,Maruti 800 AC,2000,45000,50000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
2886,Maruti 800 AC,2000,60000,100000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
5965,Maruti 800 Std,2000,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
5992,Maruti 800 AC,2000,65000,100000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
177,Maruti 800 Std,1999,40000,40000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
999,Maruti 800 AC,1999,55000,60000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
1468,Maruti 800 DX,1999,52000,100000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX
5080,Maruti 800 AC,1999,80000,80000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
6521,Maruti 800 DX,1999,40000,50000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX
6639,Maruti 800 AC,1999,80000,26320,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
7935,Maruti 800 AC,1999,40000,100000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
3046,Maruti 800 DX,1998,45000,80000,Petrol,Individual,Manual,Fourth & Above Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX
4285,Maruti 800 DX,1998,70000,100000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX
6320,Maruti 800 AC,1998,40000,70000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
8025,Maruti 800 AC,1998,35000,40000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
2424,Maruti 800 DX,1997,60000,25000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX
5411,Maruti 800 Std,1997,50000,110000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
5714,Maruti 800 AC,1997,29999,80000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
6164,Maruti 800 AC,1997,50000,120000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
7218,Maruti 800 AC,1997,50000,60000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
8115,Maruti 800 AC,1997,40000,120000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
4108,Maruti 800 DX,1996,40000,32000,Petrol,Individual,Manual,Second Owner,4.0,16.1,796,37,59Nm,Maruti,800 DX
6933,Maruti 800 AC,1996,42000,70000,Petrol,Individual,Manual,Third Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
3890,Maruti 800 Std,1995,55000,70000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 Std
1474,Maruti 800 AC,1994,45000,60000,Petrol,Individual,Manual,First Owner,4.0,16.1,796,37,59Nm,Maruti,800 AC
6044,BMW X3 xDrive20d,2012,1800000,50000,Diesel,Individual,Automatic,First Owner,5.0,16.09,1995,184,380Nm,BMW,X3 xDrive20d
6645,BMW 3 Series 320d Highline,2012,1100000,80000,Diesel,Individual,Automatic,Second Owner,5.0,16.07,1995,181,380Nm,BMW,3 Series 320d Highline
7820,BMW 3 Series 320d Corporate Edition,2012,900000,155000,Diesel,Individual,Automatic,Second Owner,4.0,16.07,1995,181,380Nm,BMW,3 Series 320d Corporate Edition
7967,BMW 3 Series 320d Sedan,2011,1500000,84925,Diesel,Individual,Automatic,First Owner,5.0,16.07,1995,181,380Nm,BMW,3 Series 320d Sedan
2708,BMW 3 Series 320d Highline,2009,1100000,60000,Diesel,Individual,Automatic,Second Owner,5.0,16.07,1995,181,380Nm,BMW,3 Series 320d Highline
3458,BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Individual,Automatic,Fourth & Above Owner,5.0,16.07,1995,181,380Nm,BMW,3 Series 320d Sedan
4760,Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,64000,Petrol,Dealer,Automatic,First Owner,5.0,16.05,1499,110.4,140Nm,Ford,EcoSport 1.5 Ti VCT AT Titanium BE BSIV
6292,Maruti Ertiga VXI,2018,775000,47000,Petrol,Dealer,Manual,Second Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
532,Maruti Ertiga VXI,2015,600000,40000,Petrol,Individual,Manual,Second Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
1454,Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga ZXI
2023,Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
4448,Maruti Ertiga VXI,2015,600000,90000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
4597,Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga LXI
6333,Maruti Ertiga ZXI,2015,570000,80000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga ZXI
6334,Maruti Ertiga ZXI,2015,650000,60000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga ZXI
157,Maruti Ertiga ZXI,2014,599000,46100,Petrol,Dealer,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga ZXI
476,Maruti Ertiga VXI,2014,610000,21000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
1460,Maruti Ertiga VXI,2014,560000,25000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
7103,Maruti Ertiga VXI,2014,425000,80000,Petrol,Individual,Manual,Third Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
313,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
810,Maruti Ertiga ZXI,2013,500000,60000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga ZXI
1759,Maruti Ertiga VXI,2013,450000,140000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
7991,Maruti Ertiga LXI,2013,430000,90000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga LXI
77,Maruti Ertiga ZXI,2012,450000,120000,Petrol,Individual,Manual,Second Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga ZXI
7639,Maruti Ertiga VXI,2012,560000,59000,Petrol,Individual,Manual,First Owner,7.0,16.02,1373,93.7,130Nm,Maruti,Ertiga VXI
41,Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,5000,Petrol,Individual,Automatic,First Owner,5.0,16.0,1368,160.77,250Nm,Jeep,Compass 1.4 Limited Plus BSIV
2832,Jeep Compass 1.4 Limited,2019,1450000,22000,Petrol,Dealer,Automatic,First Owner,5.0,16.0,1368,160,250Nm,Jeep,Compass 1.4 Limited
5036,Mahindra XUV500 W10 AWD,2019,1800000,10000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 AWD
6900,Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,5.0,16.0,1368,160,250Nm,Jeep,Compass 1.4 Sport
1835,Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,Diesel,Individual,Manual,First Owner,7.0,16.0,1997,140,320Nm,Mahindra,XUV500 W10 1.99 mHawk
2106,Mahindra XUV500 W9 2WD,2018,1530000,40000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,138,330Nm,Mahindra,XUV500 W9 2WD
2539,Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W4
3184,Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,138,330Nm,Mahindra,XUV500 W9 2WD
5897,Mahindra XUV500 AT W9 2WD,2018,1500000,20000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,138,330Nm,Mahindra,XUV500 AT W9 2WD
6308,Mahindra XUV500 W10 2WD,2018,1500000,30000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
742,Mahindra XUV500 W10 2WD,2017,1625000,54000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
1752,Mahindra XUV500 W10 2WD,2017,1325000,54000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
3182,Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
3703,Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
4080,Mahindra XUV500 W10 2WD,2017,1350000,25000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
4896,Mahindra XUV500 W6 2WD,2017,1150000,43526,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W6 2WD
5159,Mahindra XUV500 AT W6 2WD,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W6 2WD
5538,Mahindra XUV500 W10 2WD,2017,1500000,66953,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
6149,Mahindra XUV500 W10 2WD,2017,1250000,60000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
6248,Mahindra XUV500 W10 2WD,2017,1350000,20000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
404,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 AWD
829,Mahindra XUV500 W10 1.99 mHawk,2016,1165000,50000,Diesel,Individual,Manual,First Owner,7.0,16.0,1997,140,320Nm,Mahindra,XUV500 W10 1.99 mHawk
2234,Mahindra XUV500 W10 2WD,2016,1175000,110000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
2467,Mahindra XUV500 AT W6 2WD,2016,850000,80000,Diesel,Individual,Automatic,Second Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W6 2WD
2713,Mahindra XUV500 AT W6 1.99 mHawk,2016,975000,54000,Diesel,Individual,Automatic,First Owner,7.0,16.0,1997,140,320Nm,Mahindra,XUV500 AT W6 1.99 mHawk
3066,Mahindra XUV500 W10 2WD,2016,1350000,70000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
3904,Mahindra XUV500 W8 2WD,2016,925000,48000,Diesel,Individual,Manual,Second Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W8 2WD
4114,Mahindra XUV500 W6 2WD,2016,1000000,100000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W6 2WD
4615,Mahindra XUV500 W6 2WD,2016,800000,90000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W6 2WD
4621,Mahindra XUV500 AT W6 2WD,2016,861999,120000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W6 2WD
5720,Mahindra XUV500 AT W10 AWD,2016,1300000,40000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 AWD
5834,Mahindra XUV500 AT W6 2WD,2016,950000,75000,Diesel,Individual,Automatic,Third Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W6 2WD
6903,Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
7022,Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W4
7183,Mahindra XUV500 W4 1.99 mHawk,2016,890000,40000,Diesel,Individual,Manual,Second Owner,7.0,16.0,1997,140,320Nm,Mahindra,XUV500 W4 1.99 mHawk
7381,Mahindra XUV500 AT W10 AWD,2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 AWD
2091,Mahindra XUV500 W10 2WD,2015,1100000,110000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
2919,Mahindra XUV500 AT W10 FWD,2015,1200000,50000,Diesel,Individual,Automatic,Second Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 FWD
3614,Mahindra XUV500 AT W10 FWD,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 FWD
3666,Mahindra XUV500 W10 2WD,2015,950000,188000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
3891,Mahindra XUV500 W10 2WD,2015,919999,140000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
4094,Mahindra XUV500 W10 2WD,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
4891,Mahindra XUV500 W10 2WD,2015,1000000,24700,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
5752,Mahindra XUV500 AT W10 FWD,2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 FWD
5802,Mahindra XUV500 W8 4WD,2015,850000,173000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W8 4WD
6051,Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
6438,Mahindra XUV500 W10 2WD,2015,975000,100000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
6533,Mahindra XUV500 W10 2WD,2015,1147000,56975,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W10 2WD
6653,Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Individual,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W6 2WD
6991,Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W10 FWD
7398,Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 AT W8 FWD
2000,Honda Jazz Select Edition Active,2011,350000,80000,Petrol,Individual,Manual,Second Owner,5.0,16.0,1198,90,110(11.2),Honda,Jazz Select Edition Active
2126,Mahindra XUV500 W6 2WD,2011,475000,108000,Diesel,Dealer,Manual,First Owner,7.0,16.0,2179,140,330Nm,Mahindra,XUV500 W6 2WD
5491,Chevrolet Spark 1.0 PS,2011,95000,44000,Petrol,Individual,Manual,Second Owner,5.0,16.0,995,63,90.3Nm,Chevrolet,Spark 1.0 PS
2558,Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Individual,Manual,First Owner,5.0,16.0,995,63,90.3Nm,Chevrolet,Spark 1.0 PS
7068,Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,Manual,Second Owner,5.0,16.0,1368,90,115Nm,Fiat,Linea Emotion
8091,Fiat Linea Emotion,2010,125000,40000,Petrol,Individual,Manual,Second Owner,5.0,16.0,1368,90,115Nm,Fiat,Linea Emotion
1187,Chevrolet Spark 1.0 E,2009,90000,50000,Petrol,Individual,Manual,Second Owner,5.0,16.0,995,63,9.2,Chevrolet,Spark 1.0 E
7684,Chevrolet Spark 1.0 PS,2008,75527,80000,Petrol,Individual,Manual,First Owner,5.0,16.0,995,63,90.3Nm,Chevrolet,Spark 1.0 PS
5437,Chevrolet Spark 1.0 PS LPG,2007,100000,84000,LPG,Individual,Manual,Third Owner,5.0,16.0,995,60,88.4Nm,Chevrolet,Spark 1.0 PS LPG
5734,Maruti Wagon R AX BSIII,2006,100000,100000,Petrol,Individual,Automatic,Second Owner,5.0,16.0,1061,64,8.6,Maruti,Wagon R AX BSIII
1912,Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,2000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero Power Plus Plus AC BSIV PS
2698,Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
4923,Mahindra Bolero 2011-2019 SLX,2019,750000,59872,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
7052,Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
3875,Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,20000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 Plus Non AC BSIV PS
637,Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,70000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
2771,Mahindra Bolero 2011-2019 EX AC,2017,675000,70000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 EX AC
2993,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2017,580000,95000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero Power Plus Plus Non AC BSIV PS
3039,Mahindra Bolero 2011-2019 SLX,2017,710000,70000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
3040,Mahindra Bolero 2011-2019 SLX,2017,700000,70000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
3660,Mahindra Bolero 2011-2019 ZLX,2017,800000,35000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
5611,Mahindra Bolero 2011-2019 EX AC,2017,760000,90000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 EX AC
6842,Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,110000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero Power Plus Plus AC BSIV PS
724,Mahindra Bolero 2011-2019 Plus AC,2016,550000,120000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
765,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,120000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
890,Mahindra Bolero 2011-2019 SLX,2016,625000,90000,Diesel,Individual,Manual,Second Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
925,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,70000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
1191,Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,550000,80000,Diesel,Individual,Manual,Second Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI NON AC BS III White
1588,Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,35000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX BSIII
2090,Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,150000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
2846,Mahindra Bolero 2011-2019 ZLX,2016,631000,92385,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 ZLX
3041,Mahindra Bolero 2011-2019 SLE BSIII,2016,550000,120000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE BSIII
4926,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,700000,91182,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX 2WD BSIII
6332,Mahindra Bolero 2011-2019 SLX,2016,570000,136511,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
7098,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,60000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
7130,Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,72000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
7131,Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,70000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 DI - AC BS III
457,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE
2011,Mahindra Bolero 2011-2019 Plus AC,2015,459999,156975,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 Plus AC
2051,Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,120000,Diesel,Individual,Manual,First Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero 2011-2019 Plus - AC BSIII
2172,Mahindra Bolero 2011-2019 SLX,2015,585000,50000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLX
2780,Mahindra Bolero 2011-2019 SLE BSIII,2015,509999,65000,Diesel,Individual,Manual,First Owner,7.0,15.96,2523,62.1,195Nm,Mahindra,Bolero 2011-2019 SLE BSIII
3048,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,475000,128000,Diesel,Individual,Manual,Third Owner,9.0,15.96,2523,63,180Nm,Mahindra,Bolero Power Plus Plus AC BSIV PS
